Protein accession	Degree	Protein description	Gene name	Regulated Type	Ratio
A0A8V0ZZC8	2	Mitogen-activated protein kinase-activated protein kinase 5 OS=Gallus gallus OX=9031 GN=MAPKAPK5 PE=3 SV=1	MAPKAPK5	Up	1.805650424840512
A0A1D5PNB8	2	Adenosylhomocysteinase OS=Gallus gallus OX=9031 GN=AHCY PE=1 SV=2	AHCY	Down	0.06913007163542143
A0A8V1AKQ0	2	Glyoxalase domain containing 4 OS=Gallus gallus OX=9031 GN=GLOD4 PE=1 SV=1	GLOD4	Down	0.5171408722447871
A0A8V0YLN5	2	Arylsulfatase B OS=Gallus gallus OX=9031 GN=ARSB PE=1 SV=1	ARSB	Down	0.524194423801134
A0A8V0ZTP1	2	Laminin subunit alpha 5 OS=Gallus gallus OX=9031 GN=LAMA5 PE=1 SV=1	LAMA5	Down	0.6481428546376024
A0A8V0ZL52	2	Zinc finger CCCH-type containing, antiviral 1 OS=Gallus gallus OX=9031 GN=ZC3HAV1 PE=1 SV=1	ZC3HAV1	Up	1.8419353879736862
A0A8V0ZJ97	2	RNA helicase OS=Gallus gallus OX=9031 GN=LOC121108097 PE=1 SV=1	LOC121108097	Down	0.448221949943753
A0A8V0XCI3	2	Cadherin domain-containing protein OS=Gallus gallus OX=9031 GN=DSC1 PE=1 SV=1	DSC1	Down	0.29437833585151946
A0A8V0ZZK0	2	ZPR1 zinc finger OS=Gallus gallus OX=9031 GN=ZPR1 PE=1 SV=1	ZPR1	Up	5.341082384740808
F1NXH1	2	Mitochondrial amidoxime reducing component 1 OS=Gallus gallus OX=9031 GN=MARC1 PE=1 SV=2	MARC1	Up	8.733925505448685
A0A3Q2U4G6	2	Microtubule-associated protein OS=Gallus gallus OX=9031 GN=MAP2 PE=4 SV=1	MAP2	Up	1.5206476791746175
P0CB50	2	Peroxiredoxin-1 OS=Gallus gallus OX=9031 GN=PRDX1 PE=1 SV=1	PRDX1	Up	2.3778801843317976
A0A8V0X4A3	2	Cytochrome b5 OS=Gallus gallus OX=9031 GN=CYB5A PE=1 SV=1	CYB5A	Up	1.8828994274603
A0A8V0Z0R7	2	ER lipid raft associated 2 OS=Gallus gallus OX=9031 GN=ERLIN2 PE=1 SV=1	ERLIN2	Up	3.7648519611695934
A0A8V0YP15	2	Dynein axonemal assembly factor 6 OS=Gallus gallus OX=9031 GN=PIH1D3 PE=3 SV=1	PIH1D3	Up	2.3974311620536413
F1P4D6	2	Solute carrier family 22 member 23 OS=Gallus gallus OX=9031 GN=SLC22A23 PE=4 SV=3	SLC22A23	Down	0.6237642585551331
A0A8V0Y4B7	2	Desmoplakin OS=Gallus gallus OX=9031 GN=DSP PE=1 SV=1	DSP	Up	2.9480330397428323
A0A8V1ABP6	2	Protein S100-A10 OS=Gallus gallus OX=9031 GN=LOC121107546 PE=1 SV=1	LOC121107546	Up	2.4061720698254363
A0A8V0XPE8	2	Latent transforming growth factor beta binding protein 1 OS=Gallus gallus OX=9031 GN=LTBP1 PE=1 SV=1	LTBP1	Down	0.4800116258719405
A0A8V0ZBJ8	2	Exostosin glycosyltransferase 2 OS=Gallus gallus OX=9031 GN=EXT2 PE=3 SV=1	EXT2	Down	0.6419137656000751
A0A3Q2UGW3	2	Neuroligin 4, Y-linked OS=Gallus gallus OX=9031 GN=NLGN4Y PE=3 SV=1	NLGN4Y	Down	0.633195850908719
A0A8V0ZQS2	2	Inositol polyphosphate-5-phosphatase D OS=Gallus gallus OX=9031 GN=INPP5D PE=1 SV=1	INPP5D	Down	0.5459215143492171
A0A8V0XA55	2	Solute carrier family 25 member 13 OS=Gallus gallus OX=9031 GN=SLC25A13 PE=1 SV=1	SLC25A13	Up	4.805604029226077
A0A8V0YAJ1	2	Neurotensin/neuromedin N OS=Gallus gallus OX=9031 GN=NTS PE=3 SV=1	NTS	Up	2.5075146569060363
A0A8V0YAM9	2	TBC1 domain family member 15 OS=Gallus gallus OX=9031 GN=TBC1D15 PE=1 SV=1	TBC1D15	Up	3.0678508520069427
P07032	2	Acylphosphatase-1 OS=Gallus gallus OX=9031 GN=ACYP1 PE=1 SV=2	ACYP1	Down	0.3919736862979433
P84229	2	Histone H3.2 OS=Gallus gallus OX=9031 GN=H3-I PE=1 SV=2	H3-I	Up	2.682871531568749
A0A8V0Y0V1	2	Semaphorin 4D OS=Gallus gallus OX=9031 GN=SEMA4D PE=3 SV=1	SEMA4D	Down	0.6066876249440908
A0A8V0ZNY6	2	Plexin A1 OS=Gallus gallus OX=9031 GN=PLXNA1 PE=1 SV=1	PLXNA1	Down	0.20549359842013004
A0A8V1A929	2	SEA domain-containing protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	Down	0.6321608151757667
A0A8V1AE66	2	SEA domain-containing protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	Down	0.5174373208764923
A0A8V1A992	2	Twinfilin actin binding protein 2 OS=Gallus gallus OX=9031 GN=TWF2 PE=1 SV=1	TWF2	Up	2.649176772018063
E1C9E0	2	Matrix metallopeptidase 10 OS=Gallus gallus OX=9031 GN=MMP10 PE=3 SV=2	MMP10	Down	0.3150686258679154
A0A8V0YY47	2	Diaphanous related formin 2 OS=Gallus gallus OX=9031 GN=DIAPH2 PE=1 SV=1	DIAPH2	Up	1.975693867012105
A0A8V0Z4P8	2	StAR-related lipid transfer protein 9 OS=Gallus gallus OX=9031 GN=STARD9 PE=3 SV=1	STARD9	Down	0.3124678218772813
A0A8V0Y4R7	2	CD99 molecule like 2 OS=Gallus gallus OX=9031 GN=CD99L2 PE=1 SV=1	CD99L2	Down	0.5131708964464847
A0A8V1AAN6	2	Tenascin C OS=Gallus gallus OX=9031 GN=TNC PE=3 SV=1	TNC	Down	0.5700358946666243
A0A8V0XAS9	2	Calpain-1 catalytic subunit OS=Gallus gallus OX=9031 GN=CAPN1 PE=1 SV=1	CAPN1	Up	1.6091137751526683
P00789	2	Calpain-1 catalytic subunit OS=Gallus gallus OX=9031 PE=1 SV=2	--	Up	1.5641814327955683
A0A8V1A2W0	2	Laminin subunit beta 3 OS=Gallus gallus OX=9031 GN=LAMB3 PE=4 SV=1	LAMB3	Up	2.1886603576416355
A0A1D5NWP2	2	Stromal interaction molecule 1 OS=Gallus gallus OX=9031 GN=STIM1 PE=1 SV=2	STIM1	Down	0.5417708169812308
A0A8V1A4A8	2	Dynein light chain Tctex-type 4 OS=Gallus gallus OX=9031 GN=TCTEX1D4 PE=3 SV=1	TCTEX1D4	Up	1.6852885963856137
A0A8V1A9U7	2	Fibulin 2 OS=Gallus gallus OX=9031 GN=FBLN2 PE=1 SV=1	FBLN2	Down	0.5338523598583906
A0A1D5P8C5	2	Protein phosphatase 1 regulatory subunit 7 OS=Gallus gallus OX=9031 GN=PPP1R7 PE=1 SV=1	PPP1R7	Up	1.9724387897286184
A0A3Q2UEL1	2	Phosphopantothenoylcysteine synthetase OS=Gallus gallus OX=9031 GN=PPCS PE=1 SV=1	PPCS	Down	0.6107136286187395
A0A8V0XSB0	2	AAA+ ATPase domain-containing protein OS=Gallus gallus OX=9031 GN=DNAH5L PE=1 SV=1	DNAH5L	Down	0.5468675715646268
A0A8V0ZTN5	2	Uncharacterized protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	Down	0.5286532809515798
A0A8V0YB43	2	Ras-related protein Rab-10 OS=Gallus gallus OX=9031 GN=RAB10 PE=3 SV=1	RAB10	Down	0.5576591562777341
A0A8V0X829	2	Sodium channel subunit beta-1 OS=Gallus gallus OX=9031 GN=LOC107051305 PE=3 SV=1	LOC107051305	Up	1.8462517106797098
A0A3Q2U892	2	Meningioma expressed antigen 5 (hyaluronidase) OS=Gallus gallus OX=9031 GN=MGEA5 PE=1 SV=1	MGEA5	Up	2.4385119433121263
A0A8V0XN00	2	Cilia and flagella associated protein 69 OS=Gallus gallus OX=9031 GN=CFAP69 PE=1 SV=1	CFAP69	Down	0.5417795788240491
A0A8V0XR85	2	Charged multivesicular body protein 1a OS=Gallus gallus OX=9031 GN=CHMP1A PE=1 SV=1	CHMP1A	Up	1.6203325068612269
A0A8V0ZNT4	2	Ring finger and SPRY domain containing 1 OS=Gallus gallus OX=9031 GN=RSPRY1 PE=4 SV=1	RSPRY1	Down	0.6514655027263662
R4GGQ4	2	Mitochondrial import inner membrane translocase subunit OS=Gallus gallus OX=9031 GN=TIMM13 PE=1 SV=2	TIMM13	Down	0.6341456459828128
A0A8V0XSE9	2	Exocyst complex component 3 OS=Gallus gallus OX=9031 GN=EXOC3 PE=1 SV=1	EXOC3	Up	2.568198714304456
Q5ZMH8	2	N-acetylneuraminate synthase OS=Gallus gallus OX=9031 GN=NANS PE=1 SV=1	NANS	Up	3.313519033537651
A0A8V0XLH4	2	Cilia- and flagella-associated protein 206 OS=Gallus gallus OX=9031 GN=CFAP206 PE=3 SV=1	CFAP206	Down	0.6022824302652018
A0A146F0A0	2	Keratin 7 OS=Gallus gallus OX=9031 GN=otokeratin PE=1 SV=1	otokeratin	Up	6.166411482135135
F1NHD8	2	Programmed cell death 6 OS=Gallus gallus OX=9031 GN=PDCD6 PE=1 SV=2	PDCD6	Up	1.543025983297261
A0A146F047	2	Keratin, type II cytoskeletal 5 OS=Gallus gallus OX=9031 GN=KRT6A PE=1 SV=1	KRT6A	Up	4.91742522240828
A0A1D5P997	2	ADP ribosylation factor interacting protein 1 OS=Gallus gallus OX=9031 GN=ARFIP1 PE=1 SV=1	ARFIP1	Up	2.2641905876001083
P24479	2	Protein S100-A11 OS=Gallus gallus OX=9031 GN=S100A11 PE=1 SV=2	S100A11	Up	3.4482385121298162
A0A8V1AMB6	2	galactokinase OS=Gallus gallus OX=9031 GN=GALK1 PE=1 SV=1	GALK1	Up	1.5719983282053107
E1BSI4	2	Charged multivesicular body protein 5 OS=Gallus gallus OX=9031 GN=CHMP5 PE=1 SV=1	CHMP5	Up	2.039033432121093
A0A1D5PMX3	2	WD repeat and FYVE domain containing 3 OS=Gallus gallus OX=9031 GN=WDFY3 PE=4 SV=2	WDFY3	Up	2.8331734882702904
A0A8V0Y9F9	2	Avian beta-defensin 11 OS=Gallus gallus OX=9031 GN=AvBD11 PE=1 SV=1	AvBD11	Up	2.29058164239066
A0A3Q2UHM4	2	Dynamin-1-like protein OS=Gallus gallus OX=9031 GN=DNM1L PE=1 SV=1	DNM1L	Up	4.226847418630569
A0A8V0YJX3	2	Lumican OS=Gallus gallus OX=9031 GN=LUM PE=1 SV=1	LUM	Up	1.887953604909772
A0A1L1RZ25	2	Leucine rich repeat containing 57 OS=Gallus gallus OX=9031 GN=LRRC57 PE=1 SV=1	LRRC57	Up	1.817264060290676
A0A8V0Y9F8	2	Carboxylic ester hydrolase OS=Gallus gallus OX=9031 GN=CES1L2 PE=1 SV=1	CES1L2	Down	0.2557770239636929
Q5ZLN0	2	Leucine-rich repeat-containing protein 40 OS=Gallus gallus OX=9031 GN=LRRC40 PE=2 SV=1	LRRC40	Up	1.6558080077699575
A0A8V0Z687	2	Beta-transducin repeat containing E3 ubiquitin protein ligase OS=Gallus gallus OX=9031 GN=BTRC PE=4 SV=1	BTRC	Up	5.081888874408096
A0A8V0ZI29	2	protein-tyrosine-phosphatase OS=Gallus gallus OX=9031 GN=PTPRF PE=1 SV=1	PTPRF	Down	0.4902883132291873
A0A8V0XYK6	2	Ankyrin 3 OS=Gallus gallus OX=9031 GN=ANK3 PE=1 SV=1	ANK3	Up	1.6415919965107164
A0A8V0Z784	2	Leucine rich pentatricopeptide repeat containing OS=Gallus gallus OX=9031 GN=LRPPRC PE=1 SV=1	LRPPRC	Up	4.340619829451445
A0A3Q2TU20	2	Trafficking protein particle complex subunit OS=Gallus gallus OX=9031 GN=TRAPPC3 PE=3 SV=1	TRAPPC3	Up	2.4385635294575763
A0A8V0XKF3	2	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta OS=Gallus gallus OX=9031 GN=YWHAQ PE=3 SV=1	YWHAQ	Up	2.006551812602372
A0A8V0Z7S9	1	Ubiquitin protein ligase E3 component n-recognin 4 OS=Gallus gallus OX=9031 GN=UBR4 PE=1 SV=1	UBR4	Up	4.170966716253506
A0A8V0XFV7	1	eIF5-mimic protein 1 OS=Gallus gallus OX=9031 GN=BZW2 PE=3 SV=1	BZW2	Up	2.308735701994129
A0A8V0YBT4	1	Tubulin tyrosine ligase like 12 OS=Gallus gallus OX=9031 GN=TTLL12 PE=1 SV=1	TTLL12	Up	2.7729825046115337
A0A8V0ZQT1	1	Heteroous nuclear ribonucleoprotein H3 OS=Gallus gallus OX=9031 GN=HNRNPH3 PE=1 SV=1	HNRNPH3	Up	4.302709133185529
A0A8V0Y070	1	Metalloendopeptidase OS=Gallus gallus OX=9031 GN=TLL1 PE=4 SV=1	TLL1	Down	0.5975002057255712
A0A1D5P770	1	C-terminal binding protein 1 OS=Gallus gallus OX=9031 GN=CTBP1 PE=1 SV=1	CTBP1	Up	2.9035972933464835
A0A8V0ZQ00	1	Keratin, type I cytoskeletal 20 OS=Gallus gallus OX=9031 GN=KRT40 PE=1 SV=1	KRT40	Up	5.808723722984519
A0A1D5PA08	1	Serine/threonine-protein kinase 3 OS=Gallus gallus OX=9031 GN=STK3 PE=1 SV=1	STK3	Up	1.8625136845478087
A0A8V0YGN8	1	Ras-related protein Rab-21 OS=Gallus gallus OX=9031 GN=RAB21 PE=1 SV=1	RAB21	Down	0.6361559188361102
A0A8V0XK73	1	Zinc finger DHHC-type palmitoyltransferase 14 OS=Gallus gallus OX=9031 GN=ZDHHC14 PE=4 SV=1	ZDHHC14	Down	0.23255082276676425
A0A8V0ZY91	1	Potassium voltage-gated channel subfamily KQT member 1 OS=Gallus gallus OX=9031 GN=KCNQ1 PE=3 SV=1	KCNQ1	Down	0.18301839831149694
A0A3Q3A4U3	1	Roundabout guidance receptor 1 OS=Gallus gallus OX=9031 GN=ROBO1 PE=1 SV=1	ROBO1	Down	0.5148594875413955
A0A8V0ZPH9	1	receptor protein-tyrosine kinase OS=Gallus gallus OX=9031 GN=EPHA1 PE=4 SV=1	EPHA1	Down	0.6139311723032884
A0A8V0YAR4	1	Lymphocyte antigen 86 OS=Gallus gallus OX=9031 GN=LY86 PE=1 SV=1	LY86	Down	0.5819656848918868
A0A8V0ZE30	1	CCR4-NOT transcription complex subunit 1 OS=Gallus gallus OX=9031 GN=CNOT1 PE=1 SV=1	CNOT1	Down	0.5328748108807776
A0A8V0X678	1	ADP ribosylation factor interacting protein 2 OS=Gallus gallus OX=9031 GN=ARFIP2 PE=1 SV=1	ARFIP2	Up	10.67414817399284
A0A8V1A1C6	1	Follistatin like 1 OS=Gallus gallus OX=9031 GN=FSTL1 PE=1 SV=1	FSTL1	Up	2.7349510350284603
A0A8V0XZV7	1	Immunoglobulin superfamily member 3 OS=Gallus gallus OX=9031 GN=IGSF3 PE=1 SV=1	IGSF3	Down	0.5473893417230586
A0A8V0YP51	1	proton-translocating NAD(P)(+) transhydrogenase OS=Gallus gallus OX=9031 GN=NNT PE=1 SV=1	NNT	Up	3.2360461490489554
A0A8V0ZTA5	1	Phosphatidylethanolamine-binding protein 1 OS=Gallus gallus OX=9031 GN=PEBP1 PE=1 SV=1	PEBP1	Down	0.3933129042842412
A0A8V0ZZ05	1	Aminopeptidase OS=Gallus gallus OX=9031 GN=NPEPPS PE=1 SV=1	NPEPPS	Up	1.8855036446667564
A0A8V0X643	1	Protein phosphatase methylesterase 1 OS=Gallus gallus OX=9031 GN=PPME1 PE=1 SV=1	PPME1	Down	0.5245449631319219
A0A8V0ZRU9	1	Proprotein convertase subtilisin/kexin type 9 OS=Gallus gallus OX=9031 GN=PCSK9 PE=3 SV=1	PCSK9	Down	0.6377054777107076
Q5ZLC9	1	Golgin subfamily A member 7 OS=Gallus gallus OX=9031 GN=GOLGA7 PE=2 SV=1	GOLGA7	Up	1.7548887985331687
A0A1D5PXN7	1	Pyridoxal dependent decarboxylase domain containing 1 OS=Gallus gallus OX=9031 GN=PDXDC1 PE=1 SV=3	PDXDC1	Up	5.194656924306426
A0A1D5PIZ5	1	LDL receptor related protein 12 OS=Gallus gallus OX=9031 GN=LRP12 PE=4 SV=2	LRP12	Down	0.4564440495443856
A0A8V0ZER3	1	Uncharacterized protein OS=Gallus gallus OX=9031 PE=3 SV=1	--	Down	0.14872585215231698
A0A8V0ZKQ8	1	N-acetylglucosamine-1-phosphate transferase gamma subunit OS=Gallus gallus OX=9031 GN=GNPTG PE=4 SV=1	GNPTG	Up	1.5638721076901865
A0A8V1AD45	1	Zinc transporter ZIP11 OS=Gallus gallus OX=9031 GN=SLC39A11 PE=4 SV=1	SLC39A11	Up	2.9576289525392334
A0A8V1A840	1	Sodium/potassium-transporting ATPase subunit alpha OS=Gallus gallus OX=9031 GN=ATP12A PE=3 SV=1	ATP12A	Up	2.5240011385984893
A0A8V0YA97	1	Collagen, type X, alpha 1 OS=Gallus gallus OX=9031 GN=COL10A1 PE=4 SV=1	COL10A1	Down	0.2124202714644085
A0A8V0ZX92	1	Sodium/potassium-transporting ATPase subunit alpha OS=Gallus gallus OX=9031 GN=ATP1A1 PE=1 SV=1	ATP1A1	Up	3.0467804768606337
A0A8V0YDT5	1	protein-tyrosine-phosphatase OS=Gallus gallus OX=9031 GN=PTPRD PE=3 SV=1	PTPRD	Down	0.3330203556244045
A0A8V1AB05	1	protein-tyrosine-phosphatase OS=Gallus gallus OX=9031 GN=PTPRS PE=1 SV=1	PTPRS	Down	0.5274766824058561
A0A8V0YIV5	1	MAM domain containing 2 OS=Gallus gallus OX=9031 GN=MAMDC2 PE=4 SV=1	MAMDC2	Down	0.5359886902699877
A0A3Q2U3U3	1	Heteroous nuclear ribonucleoprotein A2/B1 OS=Gallus gallus OX=9031 GN=HNRNPA2B1 PE=1 SV=1	HNRNPA2B1	Up	3.6289995997319022
A0A1D5PD64	1	mitogen-activated protein kinase kinase OS=Gallus gallus OX=9031 GN=MAP2K3 PE=1 SV=1	MAP2K3	Up	3.6861081577596004
A0A8V0Y4P5	1	Translocon-associated protein subunit alpha OS=Gallus gallus OX=9031 GN=SSR1 PE=1 SV=1	SSR1	Up	3.182326849335896
A0A8V0Z0B1	1	Phosphomannomutase OS=Gallus gallus OX=9031 GN=PMM2 PE=1 SV=1	PMM2	Up	1.6580475128550105
A0A8V0ZNH3	1	Transmembrane protease serine 4 OS=Gallus gallus OX=9031 GN=TMPRSS4 PE=4 SV=1	TMPRSS4	Down	0.5469210534655976
A0A8V0ZWT8	1	Beta-microseminoprotein OS=Gallus gallus OX=9031 GN=MSMB PE=3 SV=1	MSMB	Down	0.3636939232491699
A0A8V0ZZA5	1	IF rod domain-containing protein OS=Gallus gallus OX=9031 GN=LOC112529929 PE=1 SV=1	LOC112529929	Up	2.2083806870256995
A0A1D5NXQ7	1	Tumor protein D52 like 2 OS=Gallus gallus OX=9031 GN=TPD52L2 PE=1 SV=2	TPD52L2	Up	6.489447076801831
A0A3Q2UCR0	1	Cleavage stimulation factor subunit 2 OS=Gallus gallus OX=9031 GN=CSTF2 PE=1 SV=1	CSTF2	Up	3.1513694947289514
A0A8V1A2P5	1	Tetraspanin OS=Gallus gallus OX=9031 GN=CD9 PE=1 SV=1	CD9	Down	0.545845492243895
A0A8V1A7C5	1	Nicalin OS=Gallus gallus OX=9031 GN=NCLN PE=1 SV=1	NCLN	Up	1.7626777033407908
A0A8V0Z066	1	Kinectin 1 OS=Gallus gallus OX=9031 GN=KTN1 PE=1 SV=1	KTN1	Up	5.19929382498094
A0A8V0YA67	1	N-acylneuraminate cytidylyltransferase OS=Gallus gallus OX=9031 GN=CMAS PE=1 SV=1	CMAS	Up	5.002851402778348
A0A8V0Y8B8	1	Cathepsin E-A-like OS=Gallus gallus OX=9031 GN=CTSEAL PE=1 SV=1	CTSEAL	Up	1.8064405941177168
Q1KME6	1	Ras-related protein Rab-6A OS=Gallus gallus OX=9031 GN=RAB6A PE=2 SV=3	RAB6A	Up	2.6344507522781084
A0A1L1RWS8	1	Coronin OS=Gallus gallus OX=9031 GN=CORO1C PE=1 SV=1	CORO1C	Up	1.9748188539846436
A0A8V0Z438	1	Zinc finger CCCH domain-containing protein 14 OS=Gallus gallus OX=9031 GN=ZC3H14 PE=3 SV=1	ZC3H14	Down	0.6081843234380996
A0A1D5NU87	1	EMAP like 4 OS=Gallus gallus OX=9031 GN=EML4 PE=1 SV=1	EML4	Up	3.2565723677917013
A0A8V0YCT6	1	Cullin-associated NEDD8-dissociated protein 1 OS=Gallus gallus OX=9031 GN=CAND1 PE=1 SV=1	CAND1	Up	1.9795748911244544
A0A8V1A2F9	1	Unconventional myosin-Vb OS=Gallus gallus OX=9031 GN=MYO5B PE=1 SV=1	MYO5B	Down	0.3547971287996225
A0A8V0XKR3	1	Calcium/calmodulin dependent protein kinase ID OS=Gallus gallus OX=9031 GN=CAMK1D PE=1 SV=1	CAMK1D	Up	2.0401067858694977
A0A8V1ADF6	1	Neurturin OS=Gallus gallus OX=9031 GN=NRTN PE=3 SV=1	NRTN	Down	0.5430123804571751
A0A8V0Y614	1	Ovalbumin-related protein X (SERPINB14C) OS=Gallus gallus OX=9031 GN=OVALX PE=3 SV=1	OVALX	Down	0.4648011550661321
A0A8V1ACD6	1	Semaphorin 3F OS=Gallus gallus OX=9031 GN=SEMA3F PE=3 SV=1	SEMA3F	Down	0.5310332320805187
A0A8V0YTC2	1	non-specific serine/threonine protein kinase OS=Gallus gallus OX=9031 GN=STK26 PE=1 SV=1	STK26	Up	1.8194184828552475
A0A8V0XXM5	1	Arylsulfatase A OS=Gallus gallus OX=9031 GN=ARSA PE=1 SV=1	ARSA	Down	0.4225165087568189
A0A3Q2UAP0	1	Thymosin beta OS=Gallus gallus OX=9031 GN=TMSB4Y PE=3 SV=1	TMSB4Y	Up	1.7143264604810995
A0A8V1A3H9	1	Macrophage stimulating 1 (hepatocyte growth factor-like) OS=Gallus gallus OX=9031 GN=MST1 PE=1 SV=1	MST1	Down	0.4628156575106655
A0A8V0ZYC2	1	Tropomyosin alpha-1 chain OS=Gallus gallus OX=9031 GN=TPM1 PE=1 SV=1	TPM1	Up	3.4295545784744785
A0A8V0ZKZ3	1	Tetratricopeptide repeat protein 38 OS=Gallus gallus OX=9031 GN=LOC426193 PE=1 SV=1	LOC426193	Up	1.9235448584908252
A0A8V0ZAP0	1	Golgin A3 OS=Gallus gallus OX=9031 GN=GOLGA3 PE=1 SV=1	GOLGA3	Down	0.1824913531454814
A0A1D5PJN7	1	Follistatin like 5 OS=Gallus gallus OX=9031 GN=FSTL5 PE=4 SV=1	FSTL5	Down	0.4171333257259101
F1NC58	1	Pyridoxal phosphatase OS=Gallus gallus OX=9031 GN=PDXP PE=1 SV=3	PDXP	Up	1.8487652016407776
A0A8V0XXE8	1	Receptor expression-enhancing protein OS=Gallus gallus OX=9031 GN=REEP5 PE=1 SV=1	REEP5	Up	3.7670700562013066
A0A8V0XCW4	1	Integrin-binding sialoprotein OS=Gallus gallus OX=9031 GN=DMP1 PE=4 SV=1	DMP1	Up	2.0345872503150484
A0A8V1APZ6	1	Signal recognition particle subunit SRP68 OS=Gallus gallus OX=9031 GN=SRP68 PE=1 SV=1	SRP68	Up	4.483589742641142
A0A3Q2TTB3	1	DNA-directed primase/polymerase protein OS=Gallus gallus OX=9031 GN=PRIMPOL PE=1 SV=1	PRIMPOL	Down	0.16196716127342714
A0A8V0ZXI1	1	Sushi, nidogen and EGF like domains 1 OS=Gallus gallus OX=9031 GN=SNED1 PE=4 SV=1	SNED1	Down	0.5353147912657693
A0A8V0ZG43	1	Developmentally regulated GTP binding protein 1 OS=Gallus gallus OX=9031 GN=DRG1 PE=1 SV=1	DRG1	Down	0.6056056903437951
A0A1L1RP76	1	SH3 domain containing ring finger 2 OS=Gallus gallus OX=9031 GN=SH3RF2 PE=3 SV=2	SH3RF2	Down	0.3495475254321912
A0A8V1A653	1	Metalloproteinase inhibitor 4 OS=Gallus gallus OX=9031 GN=TIMP4 PE=3 SV=1	TIMP4	Down	0.2388948787061995
A0A1D5PDV9	1	Adhesion G protein-coupled receptor L2 OS=Gallus gallus OX=9031 GN=ADGRL2 PE=4 SV=1	ADGRL2	Down	0.4957091413657538
A0A8V0YXI9	1	Fibulin 7 OS=Gallus gallus OX=9031 GN=FBLN7 PE=4 SV=1	FBLN7	Down	0.5833261700236095
A0A3Q2UNH8	1	Mitochondrial inner membrane protease subunit 2 OS=Gallus gallus OX=9031 GN=IMMP2L PE=4 SV=1	IMMP2L	Down	0.4186001766957888
A0A8V0YYQ9	1	LARGE xylosyl- and glucuronyltransferase 1 OS=Gallus gallus OX=9031 GN=LARGE1 PE=3 SV=1	LARGE1	Down	0.34288332812279176
A0A8V0YGL6	1	GDNF family receptor alpha 3 OS=Gallus gallus OX=9031 GN=GFRA3 PE=3 SV=1	GFRA3	Down	0.4523138560832724
F1NIK3	1	Developmentally regulated GTP binding protein 2 OS=Gallus gallus OX=9031 GN=DRG2 PE=1 SV=1	DRG2	Up	2.7829905680781635
A0A8V0XDM2	1	Folate receptor 1 OS=Gallus gallus OX=9031 GN=FOLR1 PE=1 SV=1	FOLR1	Down	0.6489575190317047
A0A8V0Y999	1	Growth arrest specific 1 OS=Gallus gallus OX=9031 GN=GAS1 PE=4 SV=1	GAS1	Down	0.6645368538436633
A0A1D5PK45	1	ubiquitinyl hydrolase 1 OS=Gallus gallus OX=9031 GN=USP12 PE=3 SV=1	USP12	Up	1.696858128490324
A0A8V0Z0M2	1	Tumor necrosis factor superfamily member 10 OS=Gallus gallus OX=9031 GN=TNFSF10 PE=3 SV=1	TNFSF10	Up	2.326254429893861
A0A8V0ZYN6	1	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase OS=Gallus gallus OX=9031 GN=POMGNT1 PE=3 SV=1	POMGNT1	Down	0.4545730179412649
A0A1D5PMU2	1	Platelet-activating factor acetylhydrolase IB subunit alpha2 OS=Gallus gallus OX=9031 GN=PAFAH1B2 PE=1 SV=1	PAFAH1B2	Up	1.7284164527743349
A0A1D5PB69	1	Prefoldin subunit 1 OS=Gallus gallus OX=9031 GN=PFDN1 PE=1 SV=1	PFDN1	Up	3.0345781390054385
A0A1L1RZ23	1	Cilia- and flagella-associated protein 20 OS=Gallus gallus OX=9031 GN=CFAP20 PE=1 SV=2	CFAP20	Down	0.4846406196605536
A0A8V0YW34	1	Ras protein specific guanine nucleotide releasing factor 1 OS=Gallus gallus OX=9031 GN=RASGRF1 PE=4 SV=1	RASGRF1	Up	2.0145342805607496
A0A8V0XA92	1	Aminopeptidase OS=Gallus gallus OX=9031 GN=ENPEP PE=1 SV=1	ENPEP	Down	0.4908231938316174
P13648	1	Lamin-A OS=Gallus gallus OX=9031 GN=LMNA PE=2 SV=1	LMNA	Up	5.452668765340457
A0A3Q2U596	1	Lamin B2 OS=Gallus gallus OX=9031 GN=LMNB2 PE=1 SV=1	LMNB2	Up	1.7766026181089398
A0A8V0YVI8	1	Spectrin repeat containing nuclear envelope protein 2 OS=Gallus gallus OX=9031 GN=SYNE2 PE=1 SV=1	SYNE2	Up	7.807405265179802
A0A8V0XB58	1	calcium/calmodulin-dependent protein kinase OS=Gallus gallus OX=9031 GN=CAMK2D PE=3 SV=1	CAMK2D	Down	0.44054332626965936
A0A8V0YBZ6	1	RUN and TBC1 domain-containing protein 3 OS=Gallus gallus OX=9031 GN=SGSM3 PE=1 SV=1	SGSM3	Down	0.5626868902562071
A0A1D5PVD0	1	Spondin 2 OS=Gallus gallus OX=9031 GN=SPON2 PE=4 SV=1	SPON2	Up	2.8141994507193386
A0A8V0ZR84	1	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase OS=Gallus gallus OX=9031 GN=POMGNT1 PE=3 SV=1	POMGNT1	Down	0.4721737426438619
