Protein accession	Degree	Protein description	Gene name	Regulated Type	Ratio
A0A8V1A498	2	Golgin subfamily B member 1-like OS=Gallus gallus OX=9031 GN=LOC415641 PE=4 SV=1	LOC415641	Up	1.6879867425706017
A0A8V0YSE9	2	Bone morphogenetic protein 7 OS=Gallus gallus OX=9031 GN=BMP7 PE=3 SV=1	BMP7	Down	0.5756631081132482
A0A8V1AE54	2	NADPH--cytochrome P450 reductase OS=Gallus gallus OX=9031 GN=POR PE=1 SV=1	POR	Up	2.155912813623955
A0A8V0YW93	2	Aminopeptidase like 1 OS=Gallus gallus OX=9031 GN=NPEPL1 PE=1 SV=1	NPEPL1	Up	2.5211937613360993
A0A8V0YM05	2	Mothers against decapentaplegic homolog OS=Gallus gallus OX=9031 GN=SMAD5 PE=3 SV=1	SMAD5	Down	0.4989194311220461
A0A8V0ZMD5	2	Collagen type XI alpha 1 chain OS=Gallus gallus OX=9031 GN=COL11A1 PE=4 SV=1	COL11A1	Down	0.5112543728425141
A0A8V0ZV28	2	Meiosis-specific nuclear structural protein 1 OS=Gallus gallus OX=9031 GN=MNS1 PE=3 SV=1	MNS1	Down	0.6576577807424314
F1NAC8	2	Small nuclear ribonucleoprotein A' OS=Gallus gallus OX=9031 GN=SNRPA1 PE=1 SV=1	SNRPA1	Up	2.151147415459948
A0A8V1AN17	2	Tektin OS=Gallus gallus OX=9031 GN=TEKT1 PE=1 SV=1	TEKT1	Down	0.6225772704154907
A0A8V0ZZK0	2	ZPR1 zinc finger OS=Gallus gallus OX=9031 GN=ZPR1 PE=1 SV=1	ZPR1	Up	2.4997293267358702
A0A3Q3A4U3	2	Roundabout guidance receptor 1 OS=Gallus gallus OX=9031 GN=ROBO1 PE=1 SV=1	ROBO1	Down	0.5651331921898267
A0A8V0ZUA4	2	Transmembrane p24 trafficking protein 2 OS=Gallus gallus OX=9031 GN=TMED2 PE=1 SV=1	TMED2	Up	5.337273468865465
A0A8V0ZER3	2	Uncharacterized protein OS=Gallus gallus OX=9031 PE=3 SV=1	--	Down	0.07281122795864127
A0A8V0ZE30	2	CCR4-NOT transcription complex subunit 1 OS=Gallus gallus OX=9031 GN=CNOT1 PE=1 SV=1	CNOT1	Up	1.7939757078829923
A0A8V0ZFW0	2	Thioredoxin domain containing 11 OS=Gallus gallus OX=9031 GN=TXNDC11 PE=4 SV=1	TXNDC11	Down	0.6377112405581872
A0A8V0Y4G2	2	Cathepsin B OS=Gallus gallus OX=9031 GN=CTSB PE=1 SV=1	CTSB	Up	1.7563074917308483
A0A1D5PXN7	2	Pyridoxal dependent decarboxylase domain containing 1 OS=Gallus gallus OX=9031 GN=PDXDC1 PE=1 SV=3	PDXDC1	Up	3.59943864578834
A0A8V0XUD3	2	Protein dpy-30 homolog OS=Gallus gallus OX=9031 GN=DPY30 PE=1 SV=1	DPY30	Down	0.596870742506812
A0A8V1A3Y9	2	Fanconi anemia complementation group D2 OS=Gallus gallus OX=9031 GN=FANCD2 PE=4 SV=1	FANCD2	Up	1.7337667921183697
A0A8V0X852	2	Scinderin OS=Gallus gallus OX=9031 GN=SCIN PE=3 SV=1	SCIN	Down	0.3809029037454107
A0A1D5PXH0	2	AP complex subunit beta OS=Gallus gallus OX=9031 GN=AP1B1 PE=1 SV=2	AP1B1	Up	1.5577680790446746
A0A1D5P797	2	Spectrin beta chain OS=Gallus gallus OX=9031 GN=SPTBN1 PE=1 SV=2	SPTBN1	Up	1.8311008737888388
A0A8V0Z585	2	Protein lin-7 homolog OS=Gallus gallus OX=9031 GN=LIN7C PE=3 SV=1	LIN7C	Up	1.5700408396497538
A0A8V1AEU4	2	Bleomycin hydrolase OS=Gallus gallus OX=9031 GN=BLMH PE=3 SV=1	BLMH	Up	3.204815653328614
A0A8V0XMI5	2	High mobility group box 1 OS=Gallus gallus OX=9031 GN=HMGB1 PE=1 SV=1	HMGB1	Up	2.022593643103217
A0A8V0ZCQ2	2	Cilia and flagella associated protein 58 OS=Gallus gallus OX=9031 GN=CFAP58 PE=4 SV=1	CFAP58	Down	0.5879210817869238
E1BRR9	2	MORN repeat-containing protein 3 OS=Gallus gallus OX=9031 GN=MORN3 PE=4 SV=5	MORN3	Down	0.4547376375232766
E1C9E0	2	Matrix metallopeptidase 10 OS=Gallus gallus OX=9031 GN=MMP10 PE=3 SV=2	MMP10	Down	0.29203176915478485
P00698	2	Lysozyme C OS=Gallus gallus OX=9031 GN=LYZ PE=1 SV=1	LYZ	Down	0.12717540876852312
A0A8V0XP02	2	interstitial collagenase OS=Gallus gallus OX=9031 GN=MMP1 PE=3 SV=1	MMP1	Down	0.25948018456654376
A0A8V0X9Y5	2	Adhesion G protein-coupled receptor L3 OS=Gallus gallus OX=9031 GN=ADGRL3 PE=4 SV=1	ADGRL3	Down	0.653600751154809
A0A8V0XM21	2	Hemoglobin subunit epsilon 1 OS=Gallus gallus OX=9031 GN=HBBA PE=1 SV=1	HBBA	Down	0.270653644512092
A0A8V0ZRU9	2	Proprotein convertase subtilisin/kexin type 9 OS=Gallus gallus OX=9031 GN=PCSK9 PE=3 SV=1	PCSK9	Down	0.3702810833609496
A0A8V0ZEJ0	2	Dynein axonemal intermediate chain 3 OS=Gallus gallus OX=9031 GN=WDR63 PE=4 SV=1	WDR63	Down	0.3935470033092289
A0A8V0XUU1	2	Cilia- and flagella-associated protein 300 OS=Gallus gallus OX=9031 GN=C11orf70 PE=3 SV=1	C11orf70	Down	0.6037350884227944
A0A3Q2U3U3	2	Heteroous nuclear ribonucleoprotein A2/B1 OS=Gallus gallus OX=9031 GN=HNRNPA2B1 PE=1 SV=1	HNRNPA2B1	Up	1.5586134231368376
A0A8V0ZQT1	2	Heteroous nuclear ribonucleoprotein H3 OS=Gallus gallus OX=9031 GN=HNRNPH3 PE=1 SV=1	HNRNPH3	Up	1.7835758375571942
A0A8V0ZAP0	2	Golgin A3 OS=Gallus gallus OX=9031 GN=GOLGA3 PE=1 SV=1	GOLGA3	Down	0.4214149341500085
A0A8V0ZZA5	2	IF rod domain-containing protein OS=Gallus gallus OX=9031 GN=LOC112529929 PE=1 SV=1	LOC112529929	Down	0.5078946628818751
A0A8V0YFU9	2	IQ motif containing with AAA domain 1 OS=Gallus gallus OX=9031 GN=IQCA1 PE=4 SV=1	IQCA1	Down	0.5574495208616523
A0A8V0XR66	2	Phospholipase A2 OS=Gallus gallus OX=9031 GN=PLA2G10L PE=3 SV=1	PLA2G10L	Down	0.5385760917557162
A0A8V1A370	2	Ubiquitin-like modifier-activating enzyme ATG7 OS=Gallus gallus OX=9031 GN=ATG7 PE=3 SV=1	ATG7	Up	1.9274336600311768
A0A8V0Y6W2	2	Polypeptide N-acetylgalactosaminyltransferase OS=Gallus gallus OX=9031 GN=GALNT2 PE=1 SV=1	GALNT2	Down	0.6049573060208339
A0A1L1RLN6	2	Myosin, light chain 6, alkali, smooth muscle and non-muscle OS=Gallus gallus OX=9031 GN=MYL6 PE=4 SV=2	MYL6	Up	1.907924700166996
A0A8V0Y357	2	Nidogen 1 OS=Gallus gallus OX=9031 GN=NID1 PE=1 SV=1	NID1	Up	1.7331339233232803
A0A8V0YC57	2	Phosphodiesterase OS=Gallus gallus OX=9031 GN=PDE3A PE=1 SV=1	PDE3A	Down	0.642425664600955
A0A8V0XTH6	2	SEL1L adaptor subunit of ERAD E3 ubiquitin ligase OS=Gallus gallus OX=9031 GN=SEL1L PE=1 SV=1	SEL1L	Up	1.9790585431854435
A0A8V0XAS9	2	Calpain-1 catalytic subunit OS=Gallus gallus OX=9031 GN=CAPN1 PE=1 SV=1	CAPN1	Up	1.6986628004900972
A0A1D5NYG3	2	Filamin B OS=Gallus gallus OX=9031 GN=FLNB PE=1 SV=1	FLNB	Up	2.08578858730905
A0A8V0Z6E4	2	Insulin like growth factor binding protein acid labile subunit OS=Gallus gallus OX=9031 GN=IGFALS PE=1 SV=1	IGFALS	Up	1.5502172106080327
A0A8V0ZXW3	2	Ras-related protein Rab-8B OS=Gallus gallus OX=9031 GN=RAB8B PE=1 SV=1	RAB8B	Down	0.5954628233059606
A0A8V0X1R9	2	Serpin family I member 1 OS=Gallus gallus OX=9031 GN=SERPINI1 PE=1 SV=1	SERPINI1	Up	1.70651431304229
A0A8V0YIX8	2	Monocyte differentiation antigen CD14 OS=Gallus gallus OX=9031 GN=CD14 PE=1 SV=1	CD14	Up	1.5380786051835982
A0A8V0ZE99	2	Phospholipase A2 OS=Gallus gallus OX=9031 GN=PLA2G10 PE=3 SV=1	PLA2G10	Down	0.451071691533524
A0A8V1AAP7	2	Aldo-keto reductase family 1 member A1 OS=Gallus gallus OX=9031 GN=AKR1A1 PE=3 SV=1	AKR1A1	Down	0.5333177369672866
A0A1D5PC37	2	Sorting nexin OS=Gallus gallus OX=9031 GN=SNX33 PE=1 SV=1	SNX33	Down	0.495749770297565
Q9W6H0	2	Mimecan OS=Gallus gallus OX=9031 GN=OGN PE=2 SV=1	OGN	Up	2.973818620550975
A0A3Q2TWG9	2	Netrin 1 OS=Gallus gallus OX=9031 GN=NTN3 PE=4 SV=1	NTN3	Down	0.5561947498440561
A0A8V1A8S1	2	TNF receptor-associated factor OS=Gallus gallus OX=9031 GN=TRAF2 PE=3 SV=1	TRAF2	Up	1.5111334899854538
A0A8V0ZYJ9	2	Platelet-activating factor acetylhydrolase IB subunit alpha2 OS=Gallus gallus OX=9031 GN=PAFAH1B2 PE=1 SV=1	PAFAH1B2	Up	2.208108770799579
A0A8V0ZM89	2	Trichoplein keratin filament-binding protein OS=Gallus gallus OX=9031 GN=TCHP PE=1 SV=1	TCHP	Down	0.5998298246212638
A0A8V0ZNV5	2	CDK5 regulatory subunit associated protein 3 OS=Gallus gallus OX=9031 GN=CDK5RAP3 PE=1 SV=1	CDK5RAP3	Up	2.9121891108005347
A0A8V0XF06	2	Hemoglobin subunit epsilon 1 OS=Gallus gallus OX=9031 GN=HBBA PE=1 SV=1	HBBA	Down	0.3280795779903943
A0A8V0Z9Z7	2	Centromere protein F OS=Gallus gallus OX=9031 GN=CENPF PE=4 SV=1	CENPF	Down	0.5654627515710343
Q5ZIU3	2	Dual specificity tyrosine-phosphorylation-regulated kinase 2 OS=Gallus gallus OX=9031 GN=DYRK2 PE=2 SV=1	DYRK2	Down	0.4838420991399754
A0A8V0XDM2	2	Folate receptor 1 OS=Gallus gallus OX=9031 GN=FOLR1 PE=1 SV=1	FOLR1	Down	0.6086382636379069
A0A8V0ZMM6	2	Stromal cell-derived factor 1 OS=Gallus gallus OX=9031 GN=CXCL12 PE=1 SV=1	CXCL12	Down	0.5794076474750331
A0A1D5P1F1	2	Sphingosine kinase 1 OS=Gallus gallus OX=9031 GN=SPHK1 PE=4 SV=2	SPHK1	Down	0.3848091229538987
A0A8V0ZS88	2	Glypican-1 OS=Gallus gallus OX=9031 GN=GPC1 PE=1 SV=1	GPC1	Up	1.5285878341528734
A0A8V0XWR2	2	Catenin alpha 3 OS=Gallus gallus OX=9031 GN=CTNNA3 PE=1 SV=1	CTNNA3	Up	3.4702733845038747
A0A1D5PTW3	2	Hydroxysteroid 17-beta dehydrogenase 7 OS=Gallus gallus OX=9031 GN=HSD17B7 PE=1 SV=1	HSD17B7	Up	1.5116408020682437
A0A140T8H8	2	Riboflavin binding protein OS=Gallus gallus OX=9031 GN=RBP PE=1 SV=1	RBP	Down	0.07040974741836449
A0A8V1A1Z6	2	Sodium channel protein OS=Gallus gallus OX=9031 GN=LOC395944 PE=3 SV=1	LOC395944	Down	0.3431362424817539
A0A8V0XA55	2	Solute carrier family 25 member 13 OS=Gallus gallus OX=9031 GN=SLC25A13 PE=1 SV=1	SLC25A13	Up	2.2743466817070876
A0A8V0Z6B9	2	Dynein axonemal heavy chain 3 OS=Gallus gallus OX=9031 GN=DNAH3 PE=1 SV=1	DNAH3	Down	0.5771114129488385
A0A8V0Y8B8	2	Cathepsin E-A-like OS=Gallus gallus OX=9031 GN=CTSEAL PE=1 SV=1	CTSEAL	Up	1.9603845480307955
A0A8V0ZI29	2	protein-tyrosine-phosphatase OS=Gallus gallus OX=9031 GN=PTPRF PE=1 SV=1	PTPRF	Down	0.6112226484306437
A0A1D5Q032	1	Adenylyl cyclase-associated protein OS=Gallus gallus OX=9031 GN=CAP1 PE=1 SV=2	CAP1	Up	1.5554923677957226
A0A3Q2U4B8	1	Discs large MAGUK scaffold protein 3 OS=Gallus gallus OX=9031 GN=DLG3 PE=1 SV=1	DLG3	Up	1.5934863032117859
A0A8V0XTC5	1	Sodium/potassium-transporting ATPase subunit beta OS=Gallus gallus OX=9031 GN=ATP1B1 PE=1 SV=1	ATP1B1	Up	3.729093797972357
A0A1D5NVM6	1	Multivesicular body subunit 12A OS=Gallus gallus OX=9031 GN=MVB12A PE=1 SV=1	MVB12A	Down	0.6205518732665821
A0A8V0ZDT7	1	Vitellogenin 1 OS=Gallus gallus OX=9031 GN=VTG1 PE=1 SV=1	VTG1	Up	1.8209523153608416
A0A8V0ZNQ8	1	Secretory phospholipase A2 receptor OS=Gallus gallus OX=9031 GN=PLA2R1 PE=1 SV=1	PLA2R1	Down	0.5638580895556039
A0A8V0XK52	1	Coiled-coil domain-containing protein 181 OS=Gallus gallus OX=9031 GN=CCDC181 PE=3 SV=1	CCDC181	Down	0.5228939261299885
A0A8V0XTG9	1	MTOR-associated protein MEAK7 OS=Gallus gallus OX=9031 GN=TLDC1 PE=1 SV=1	TLDC1	Down	0.5429820812309027
A0A8V0YJI7	1	non-specific serine/threonine protein kinase OS=Gallus gallus OX=9031 GN=CSNK1E PE=3 SV=1	CSNK1E	Down	0.3015736177768628
A0A8V0YWW2	1	receptor protein-tyrosine kinase OS=Gallus gallus OX=9031 GN=EPHA2 PE=4 SV=1	EPHA2	Down	0.4938494868346954
A0A8V1AB05	1	protein-tyrosine-phosphatase OS=Gallus gallus OX=9031 GN=PTPRS PE=1 SV=1	PTPRS	Down	0.6128224692481209
E1BXC9	1	Potassium channel tetramerization domain containing 4 OS=Gallus gallus OX=9031 GN=KCTD4 PE=4 SV=1	KCTD4	Down	0.6321535409192308
A0A8V0Z189	1	Protein kinase domain containing, cytoplasmic OS=Gallus gallus OX=9031 GN=PKDCCA PE=4 SV=1	PKDCCA	Up	2.8266499022960985
A0A1D5NWP2	1	Stromal interaction molecule 1 OS=Gallus gallus OX=9031 GN=STIM1 PE=1 SV=2	STIM1	Down	0.5542711953746562
A0A8V0XRY6	1	Ubiquitin-like protein OS=Gallus gallus OX=9031 GN=UBL3 PE=4 SV=1	UBL3	Down	0.5381661174866492
A0A8V0XL80	1	Spartin OS=Gallus gallus OX=9031 GN=SPG20 PE=1 SV=1	SPG20	Down	0.2758502285923725
A0A8V0X6J5	1	Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase OS=Gallus gallus OX=9031 GN=TPTE PE=1 SV=1	TPTE	Down	0.3625927766515831
A0A8V0Z419	1	BPI fold containing family B member 3 OS=Gallus gallus OX=9031 GN=BPIL3 PE=4 SV=1	BPIL3	Down	0.3253111430604569
F1NJF9	1	Essential MCU regulator, mitochondrial OS=Gallus gallus OX=9031 GN=SMDT1 PE=3 SV=2	SMDT1	Up	2.8277352288465067
A0A8V0XLH3	1	E2 ubiquitin-conjugating enzyme OS=Gallus gallus OX=9031 GN=UBE2H PE=1 SV=1	UBE2H	Down	0.6141291686826873
A0A3Q2TYT2	1	Ras-related protein Rab-3 OS=Gallus gallus OX=9031 GN=RAB3B PE=1 SV=1	RAB3B	Down	0.4756023880311497
A0A8V0Y3T8	1	Phospholipase B-like OS=Gallus gallus OX=9031 GN=PLBD1 PE=1 SV=1	PLBD1	Down	0.3001950797616759
A0A8V0ZF48	1	Sulfatase modifying factor 1 OS=Gallus gallus OX=9031 GN=SUMF1 PE=1 SV=1	SUMF1	Down	0.6055040607344633
A0A8V0XQS1	1	SH3 domain-containing protein OS=Gallus gallus OX=9031 GN=MIA2 PE=1 SV=1	MIA2	Down	0.4567505182434409
A0A8V1A7V4	1	Small ribosomal subunit protein eS25 OS=Gallus gallus OX=9031 GN=SLC37A4 PE=1 SV=1	SLC37A4	Up	2.962624389479457
P24479	1	Protein S100-A11 OS=Gallus gallus OX=9031 GN=S100A11 PE=1 SV=2	S100A11	Down	0.4318466683426993
A0A8V0Z1C5	1	cardiolipin synthase (CMP-forming) OS=Gallus gallus OX=9031 GN=CRLS1 PE=4 SV=1	CRLS1	Down	0.42064126218528897
A0A8V0XT17	1	Tetratricopeptide repeat protein 29 OS=Gallus gallus OX=9031 GN=TTC29 PE=4 SV=1	TTC29	Down	0.3928151275382733
A0A8V0YZG8	1	S1 RNA binding domain 1 OS=Gallus gallus OX=9031 GN=SRBD1 PE=4 SV=1	SRBD1	Up	3.604381512156024
A0A8V0Y9M5	1	Nuclear protein MDM1 OS=Gallus gallus OX=9031 GN=MDM1 PE=1 SV=1	MDM1	Down	0.5593827148726063
A0A1D5PJN7	1	Follistatin like 5 OS=Gallus gallus OX=9031 GN=FSTL5 PE=4 SV=1	FSTL5	Down	0.5132705472031396
Q8QFM7	1	Prostaglandin-H2 D-isomerase OS=Gallus gallus OX=9031 GN=L-PGDS PE=1 SV=1	L-PGDS	Down	0.09666151568328077
A0A8V0XRN3	1	Nephronectin OS=Gallus gallus OX=9031 GN=NPNT PE=1 SV=1	NPNT	Down	0.5220038731782406
A0A8V1ACT0	1	cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Gallus gallus OX=9031 GN=PRKAR1A PE=1 SV=1	PRKAR1A	Up	2.4004177801392945
A0A8V0XFL3	1	Coiled-coil and C2 domain containing 1A OS=Gallus gallus OX=9031 PE=3 SV=1	--	Down	0.6016828861956135
A0A8V1A0D3	1	Origin recognition complex subunit 1 OS=Gallus gallus OX=9031 GN=CC2D1A PE=1 SV=1	CC2D1A	Down	0.6376513573359321
A0A8V0ZHX5	1	von Willebrand factor A domain containing 2 OS=Gallus gallus OX=9031 GN=VWA2 PE=4 SV=1	VWA2	Down	0.3644671091407632
A0A8V1AB74	1	Delta-aminolevulinic acid dehydratase OS=Gallus gallus OX=9031 GN=HDHD3 PE=1 SV=1	HDHD3	Up	2.112439321549541
A0A8V0Z6Z2	1	Leucine rich repeat neuronal 4 OS=Gallus gallus OX=9031 GN=LRRN4 PE=1 SV=1	LRRN4	Up	1.6076335653511369
A0A8V0X5E1	1	Neuropeptide Y OS=Gallus gallus OX=9031 GN=NPY PE=3 SV=1	NPY	Up	2.7599978738652213
A0A1D5PEW1	1	Ras suppressor protein 1 OS=Gallus gallus OX=9031 GN=RSU1 PE=1 SV=1	RSU1	Up	7.739519220785039
A0A8V0ZUM8	1	Dynein axonemal intermediate chain 4 OS=Gallus gallus OX=9031 GN=WDR78 PE=4 SV=1	WDR78	Down	0.4748577801670531
Q5ZLR1	1	Protein wntless homolog OS=Gallus gallus OX=9031 GN=WLS PE=2 SV=1	WLS	Down	0.5277161794426051
A0A8V0YK18	1	non-specific serine/threonine protein kinase OS=Gallus gallus OX=9031 GN=CDC42BPB PE=1 SV=1	CDC42BPB	Up	2.143944920208248
A0A8V0YLZ8	1	Myocilin OS=Gallus gallus OX=9031 GN=MYOC PE=4 SV=1	MYOC	Up	1.8724949924762584
A0A8V0XCW4	1	Integrin-binding sialoprotein OS=Gallus gallus OX=9031 GN=DMP1 PE=4 SV=1	DMP1	Up	5.6288741594466565
A0A8V0YVH2	1	RB binding protein 4, chromatin remodeling factor OS=Gallus gallus OX=9031 GN=RBBP4 PE=3 SV=1	RBBP4	Up	2.4932485333390533
A0A8V0Y644	1	Ryanodine receptor 1 OS=Gallus gallus OX=9031 GN=LOC101748756 PE=4 SV=1	LOC101748756	Down	0.6176791909176287
A0A8V0XZV7	1	Immunoglobulin superfamily member 3 OS=Gallus gallus OX=9031 GN=IGSF3 PE=1 SV=1	IGSF3	Down	0.5637526607016441
A0A8V0YKG1	1	Iduronidase, alpha-L- OS=Gallus gallus OX=9031 GN=IDUA PE=3 SV=1	IDUA	Down	0.6371941195810437
Q5ZLX0	1	Progesterone receptor membrane component 2 OS=Gallus gallus OX=9031 GN=PGRMC2 PE=1 SV=1	PGRMC2	Up	3.0228080463572877
Q5ZMH8	1	N-acetylneuraminate synthase OS=Gallus gallus OX=9031 GN=NANS PE=1 SV=1	NANS	Up	2.5210673291225096
A0A8V0ZF15	1	ATP binding cassette subfamily G member 2 (Junior blood group) OS=Gallus gallus OX=9031 GN=ABCG2 PE=1 SV=1	ABCG2	Down	0.2774303558221711
E1BQB4	1	Lebercilin LCA5 OS=Gallus gallus OX=9031 GN=LCA5 PE=3 SV=2	LCA5	Down	0.5111205735115869
A0A8V0YXG4	1	Heparan sulfate proteoglycan 2 OS=Gallus gallus OX=9031 GN=HSPG2 PE=1 SV=1	HSPG2	Down	0.6543751200346352
A0A1D5PMN7	1	Dihydropyrimidinase OS=Gallus gallus OX=9031 GN=DPYS PE=1 SV=1	DPYS	Up	6.277494839430138
A0A1D5PIZ5	1	LDL receptor related protein 12 OS=Gallus gallus OX=9031 GN=LRP12 PE=4 SV=2	LRP12	Down	0.5852548805382248
A0A8V0Y9F8	1	Carboxylic ester hydrolase OS=Gallus gallus OX=9031 GN=CES1L2 PE=1 SV=1	CES1L2	Down	0.6313892491878925
A0A8V0XUH8	1	GDP-L-fucose synthase OS=Gallus gallus OX=9031 GN=TSTA3 PE=1 SV=1	TSTA3	Down	0.4454256472720251
A0A8V0ZMG3	1	Catechol-O-methyltransferase domain containing 1 OS=Gallus gallus OX=9031 GN=COMTD1 PE=3 SV=1	COMTD1	Up	2.4654509036467784
A0A8V0Y0I0	1	Desmoplakin spectrin-like domain-containing protein OS=Gallus gallus OX=9031 GN=LOC107050955 PE=4 SV=1	LOC107050955	Up	1.8914786550498013
A0A8V1AKQ0	1	Glyoxalase domain containing 4 OS=Gallus gallus OX=9031 GN=GLOD4 PE=1 SV=1	GLOD4	Down	0.42308060245743656
A0A8V0ZIM1	1	Secretogranin-3 OS=Gallus gallus OX=9031 GN=SCG3 PE=1 SV=1	SCG3	Down	0.366323975570011
A0A8V0ZZC8	1	Mitogen-activated protein kinase-activated protein kinase 5 OS=Gallus gallus OX=9031 GN=MAPKAPK5 PE=3 SV=1	MAPKAPK5	Up	2.3192617940089337
A0A8V1A9H8	1	SET nuclear proto-onco OS=Gallus gallus OX=9031 GN=SET PE=1 SV=1	SET	Down	0.6343233235025301
A0A8V0ZH27	1	F-box protein 44 OS=Gallus gallus OX=9031 GN=FBXO44 PE=1 SV=1	FBXO44	Up	2.0791193054685397
Q5ZMI5	1	RAB9A, member RAS onco family OS=Gallus gallus OX=9031 GN=RAB9A PE=1 SV=1	RAB9A	Up	3.2765647442271573
A0A8V0YVP9	1	Growth arrest specific 6 OS=Gallus gallus OX=9031 GN=GAS6 PE=1 SV=1	GAS6	Down	0.5087046299820484
A0A8V0YDF1	1	Myosin XVI OS=Gallus gallus OX=9031 GN=MYO16 PE=3 SV=1	MYO16	Up	2.5307111095043564
A0A8V0XUY8	1	Acid phosphatase 6, lysophosphatidic OS=Gallus gallus OX=9031 PE=1 SV=1	--	Up	2.6447379531637014
A0A8V0X8Q2	1	Bis(monoacylglycero)phosphate synthase CLN5 OS=Gallus gallus OX=9031 GN=CLN5 PE=3 SV=1	CLN5	Up	1.5936216140937265
A0A8V1A6Y8	1	Dynein axonemal heavy chain 12 OS=Gallus gallus OX=9031 GN=DNAH12 PE=1 SV=1	DNAH12	Down	0.4712611000967087
A0A1D5NWY3	1	Myosin IC OS=Gallus gallus OX=9031 GN=MYO1C PE=1 SV=1	MYO1C	Down	0.6348269286698452
A0A8V0YIC4	1	Collagen type V alpha 2 chain OS=Gallus gallus OX=9031 GN=COL5A2 PE=1 SV=1	COL5A2	Up	1.844026854144692
A0A1D5PR23	1	Epithelial splicing regulatory protein 2 OS=Gallus gallus OX=9031 GN=ESRP2 PE=3 SV=2	ESRP2	Up	2.329531523642732
A0A8V0XEP8	1	Tripeptidyl-peptidase 1 OS=Gallus gallus OX=9031 GN=TPP1 PE=1 SV=1	TPP1	Up	1.8675242200015256
A0A8V0X4B2	1	Laminin subunit alpha 1 OS=Gallus gallus OX=9031 GN=LAMA1 PE=1 SV=1	LAMA1	Up	1.916275367850475
A0A8V0XKF3	1	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta OS=Gallus gallus OX=9031 GN=YWHAQ PE=3 SV=1	YWHAQ	Up	1.9995498782923344
A0A8V0ZKM2	1	Ovostatin OS=Gallus gallus OX=9031 GN=OVST PE=1 SV=1	OVST	Down	0.02336371806393632
A0A8V0XT65	1	Ribonuclease T2 OS=Gallus gallus OX=9031 GN=RNASET2 PE=1 SV=1	RNASET2	Up	1.6984176029506937
A0A1D5PPU2	1	Solute carrier family 12 member 2 OS=Gallus gallus OX=9031 GN=SLC12A2 PE=1 SV=1	SLC12A2	Up	6.471448245670037
P07032	1	Acylphosphatase-1 OS=Gallus gallus OX=9031 GN=ACYP1 PE=1 SV=2	ACYP1	Down	0.5262315681861746
A0A8V0XXE8	1	Receptor expression-enhancing protein OS=Gallus gallus OX=9031 GN=REEP5 PE=1 SV=1	REEP5	Up	2.270654488644291
Q5ZMG8	1	RHOG family member 2 OS=Gallus gallus OX=9031 GN=RHOG2 PE=1 SV=1	RHOG2	Down	0.5181720779611639
A0A1D5PD64	1	mitogen-activated protein kinase kinase OS=Gallus gallus OX=9031 GN=MAP2K3 PE=1 SV=1	MAP2K3	Up	2.7226322865563204
A0A8V1AEX3	1	Sperm antigen with calponin homology and coiled-coil domains 1 OS=Gallus gallus OX=9031 GN=SPECC1 PE=1 SV=1	SPECC1	Down	0.5771548463706627
A0A8V0YHH6	1	Repulsive guidance molecule BMP co-receptor b OS=Gallus gallus OX=9031 PE=3 SV=1	--	Down	0.5805646138550239
A0A8V0YXE7	1	LDL receptor related protein associated protein 1 OS=Gallus gallus OX=9031 GN=LRPAP1 PE=1 SV=1	LRPAP1	Up	1.825002981277577
A0A8V0YLT1	1	Carbonic anhydrase OS=Gallus gallus OX=9031 GN=CA2 PE=1 SV=1	CA2	Down	0.2248288587655465
A0A8V0ZLT9	1	Mitochondrial carrier 2 OS=Gallus gallus OX=9031 GN=MTCH2 PE=1 SV=1	MTCH2	Up	1.9960371735319755
A0A8V0ZIX6	1	Ovochymase 2 OS=Gallus gallus OX=9031 GN=OVCH1 PE=1 SV=1	OVCH1	Down	0.5768792678273449
A0A8V0XA12	1	Peptidyl-prolyl cis-trans isomerase OS=Gallus gallus OX=9031 GN=PPIC PE=1 SV=1	PPIC	Down	0.3524962886555479
A0A8V1AKN8	1	Carbonic anhydrase 4 OS=Gallus gallus OX=9031 GN=CA4 PE=1 SV=1	CA4	Down	0.621448664066206
A0A8V0ZX23	1	Protein-tyrosine sulfotransferase OS=Gallus gallus OX=9031 GN=TPST2 PE=3 SV=1	TPST2	Down	0.4921421955728479
A0A8V0XTW4	1	Kinesin family member 13A OS=Gallus gallus OX=9031 GN=KIF13A PE=1 SV=1	KIF13A	Down	0.6059569920792409
A0A8V0XEL0	1	PIT54 protein OS=Gallus gallus OX=9031 GN=PIT54 PE=1 SV=1	PIT54	Up	2.4692320068272275
A0A8V1A9K2	1	Endonuclease OS=Gallus gallus OX=9031 GN=ENDOG PE=1 SV=1	ENDOG	Down	0.5462236761163396
A0A1D5NW03	1	Netrin G1 OS=Gallus gallus OX=9031 GN=NTNG1 PE=4 SV=2	NTNG1	Down	0.15815267196977711
A0A8V0ZCP8	1	Citrate transport protein OS=Gallus gallus OX=9031 GN=SLC25A1 PE=1 SV=1	SLC25A1	Up	2.251456596031604
A0A8V0ZHP3	1	Tumor necrosis factor receptor superfamily, member 10b OS=Gallus gallus OX=9031 GN=TNFRSF10B PE=1 SV=1	TNFRSF10B	Down	0.591697481506042
